lang	lang_id	grade	grade_id	book	book_id	chapter	chapter_id	link
Sinhala	sinhala	Grade 10	grade-10	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	12. கீரியும் பாம்பும்	12-	http://www.edupub.gov.lk/Administrator/Sinhala/10/Second%20Language%20G%2010%20(T)/12.pdf
Sinhala	sinhala	Grade 10	grade-10	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	13. விகடன்	13-	http://www.edupub.gov.lk/Administrator/Sinhala/10/Second%20Language%20G%2010%20(T)/13.pdf
Sinhala	sinhala	Grade 10	grade-10	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	14. மொழிகற்றலின் அவசியம்	14-	http://www.edupub.gov.lk/Administrator/Sinhala/10/Second%20Language%20G%2010%20(T)/14.pdf
Sinhala	sinhala	Grade 10	grade-10	இரண்டாம் மொழி தமிழ் - புதிய பாடத்திட்டம்	-	15. நாயின் சுயசரிதை	15-	http://www.edupub.gov.lk/Administrator/Sinhala/10/Second%20Language%20G%2010%20(T)/15.pdf
Sinhala	sinhala	Grade 10	grade-10	විද්‍යාව - II කොටස - නව විෂය නිර්දේශය	-ii-	විද්‍යාව - II කොටස	-ii-	http://www.edupub.gov.lk/Administrator/Sinhala/10/science%20G-10%20P-II%20S/book.pdf
Sinhala	sinhala	Grade 10	grade-10	තොරතුරු හා සන්නිවේදන තාක්ෂණය - නව විෂය නිර්දේශය	-	තොරතුරු හා සන්නිවේදන තාක්ෂණය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/ict%20g10%20S/ict%20g10%20S.pdf
Sinhala	sinhala	Grade 10	grade-10	ජලජ ජීව සම්පත් තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	ජලජ ජීව සම්පත් තාක්ෂණවේදය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/jalaja%20jeewa%20G-10%20S/jalaja%20jeewa%20G-10%20S.pdf
Sinhala	sinhala	Grade 10	grade-10	ශි්ල්ප කලා - නව විෂය නිර්දේශය	-	1-53	1-53	http://www.edupub.gov.lk/Administrator/Sinhala/10/art%20craft%20G-10%20S/1-53.pdf
Sinhala	sinhala	Grade 10	grade-10	ශි්ල්ප කලා - නව විෂය නිර්දේශය	-	54-107	54-107	http://www.edupub.gov.lk/Administrator/Sinhala/10/art%20craft%20G-10%20S/54-107.pdf
Sinhala	sinhala	Grade 10	grade-10	ශි්ල්ප කලා - නව විෂය නිර්දේශය	-	108-136	108-136	http://www.edupub.gov.lk/Administrator/Sinhala/10/art%20craft%20G-10%20S/108-136.pdf
Sinhala	sinhala	Grade 10	grade-10	ශි්ල්ප කලා - නව විෂය නිර්දේශය	-	137-167	137-167	http://www.edupub.gov.lk/Administrator/Sinhala/10/art%20craft%20G-10%20S/137-167.pdf
Sinhala	sinhala	Grade 10	grade-10	ශි්ල්ප කලා - නව විෂය නිර්දේශය	-	168-193	168-193	http://www.edupub.gov.lk/Administrator/Sinhala/10/art%20craft%20G-10%20S/168-193.pdf
Sinhala	sinhala	Grade 10	grade-10	සෞඛ්‍යය හා ශාරීරික අධ්‍යාපනය - නව විෂය නිර්දේෂය	-	සෞඛ්‍යය හා ශාරීරික අධ්‍යාපනය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/health%20g-10%20S/Health%20Grade%2010%20(S).pdf
Sinhala	sinhala	Grade 10	grade-10	පුරවැසි අධ්‍යාපනය - නව විෂය නිර්දේශය	-	පුරවැසි අධ්‍යාපනය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/civic%20g10%20S/civic%2010%20S.pdf
Sinhala	sinhala	Grade 10	grade-10	ව්‍යවසායකත්ව අධ්‍යයනය - නව විෂය නිර්දේශය	-	ව්‍යවසායකත්ව අධ්‍යයනය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/entrepreG-10%20S/entrep.%20G-10%20S.pdf
Sinhala	sinhala	Grade 10	grade-10	සිංහල භාෂාව හා සාහිත්‍යය - නව විෂය නිර්දේශය	-	සිංහල භාෂාව හා සාහිත්‍යය	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/sinhala%20g-10/sinhala%20g-10.pdf
Sinhala	sinhala	Grade 10	grade-10	ජපන් භාෂාව	-	ජපන් භාෂාව	-	http://www.edupub.gov.lk/Administrator/Sinhala/10/japan%20lan%20-G10/japan%20lan%20G-10.pdf
Sinhala	sinhala	Grade 11	grade-11	බුද්ධ ධර්මය - නව විෂය නිර්දේශය	-	බුද්ධ ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/budda%20g-11%20/buddaG-11.pdf
Sinhala	sinhala	Grade 11	grade-11	ක්‍රිස්තු ධර්මය - නව විෂය නිර්දේශය	-	ක්‍රිස්තු ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/kristhu%2011%20S/kristhu%2011%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	ඉස්ලාම් ධර්මය - නව විෂය නිර්දේශය	-	ඉස්ලාම් ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/islam%2011%20S/islam%2011%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	කතෝලික ධර්මය - නව විෂය නිර්දේශය	-	කතෝලික ධර්මය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/katho%20g-11%20S/katholika%20g-11%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	ගණිතය II කොටස - නව විෂය නිර්දේශය	-ii-	ගණිතය II කොටස	-ii-	http://www.edupub.gov.lk/Administrator/Sinhala/11/maths%20G-11%20P-II%20S/maths%20P-II%20G-11%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	ගණිතය I කොටස - නව විෂය නිර්දේශය	-i-	ගණිතය I කොටස	-i-	http://www.edupub.gov.lk/Administrator/Sinhala/11/maths%20g-11%20p-I%20S/maths%20g-11%20p-I%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	ගණිතය III කොටස - නව විෂය නිර්දේශය	-iii-	ගණිතය III කොටස	-iii-	http://www.edupub.gov.lk/Administrator/Sinhala/11/maths%20g-11%20p-III%20S/maths%20g-11%20p-III%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	ඉතිහාසය - නව විෂය නිර්දේශය	-	ඉතිහාසය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/history%20g-11%20S/history%20G-11%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	ජලජ ජීව සම්පත් තාක්ෂණය - නව විෂය නිර්දේශය	-	ජලජ ජීව සම්පත් තාක්ෂණය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/jalaja%20jeewa%20G-11%20S/jalaja%20jeewa%20G-11%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	පුරවැසි අධ්‍යාපනය - නව විෂය නිර්දේශය	-	පුරවැසි අධ්‍යාපනය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/civic%20g11%20S/civic%20g-11%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	නිර්මාණකරණය විදුලිය හා ඉලෙක්ට්‍රානික තාක්ෂණය - නව විෂය නිර්දේශය	-	නිර්මාණකරණය විදුලිය හා ඉලෙක්ට්‍රානික තාක්ෂණය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/desigin%20elc%20G-II%20S%20/design%20electr%20G-11%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	இரண்டாம் மொழி தமிழ் – புதிய பாடத்திட்டம்	-	இரண்டாம் மொழி தமிழ்	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/second%20Lan.%20G-11%20T/second%20G-11%20T.pdf
Sinhala	sinhala	Grade 11	grade-11	කෘෂි හා ආහාර තාක්ෂණය - නව විෂය නිර්දේශය	-	කෘෂි හා ආහාර තාක්ෂණය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/agri%2011%20S/agri%2011%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	නිර්මාණකරණය හා ඉදිකිරීම් තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	නිර්මාණකරණය හා ඉදිකිරීම් තාක්ෂණවේදය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/desgn%20con%2011%20S/desin%20con%2011%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	නිර්මාණකරණය හා යාන්ත්‍රික තාක්ෂණවේදය - නව විෂය නිර්දේශය	-	නිර්මාණකරණය හා යාන්ත්‍රික තාක්ෂණවේදය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/design%20machani%2011%20S/design%20mahanic%2011%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	භූගෝල විද්‍යාව - නව විෂය නිර්දේශය	-	භූගෝල විද්‍යාව	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/geo%2011%20S/geo%2011%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	ශි්ල්ප කලා - නව විෂය නිර්දේශය	-	ශි්ල්ප කලා	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/shilpa%20kala/art%20craft%2011%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	සෞඛය හා ශාරීරික අධ්යාපනය - නව විෂය නිර්දේශය	-	සෞඛය හා ශාරීරික අධ්යාපනය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/health%2011%20S/health%2011%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	සිංහල භාෂාව හා සාහිත්‍ය - නව විෂය නිර්දේශය	-	සිංහල භාෂාව හා සාහිත්‍ය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/sinhala%20lan.%20g-11/book.pdf
Sinhala	sinhala	Grade 11	grade-11	ව්‍යාපාර හා ගිණුමිකරණ අධ්‍යනය - නව විෂය නිර්දේශය	-	ව්‍යාපාර හා ගිණුමිකරණ අධ්‍යනය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/business%20g-11%20S/busines%20g-11%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	තොරතුරු හා සන්නිවේදන තාක්ෂණය - නව විෂය නිර්දේශය	-	තොරතුරු හා සන්නිවේදන තාක්ෂණය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/ict%20g11%20S/ict%2011%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	විද්‍යාව I කොටස - නව විෂය නිර්දේශය	-i-	විද්‍යාව I කොටස	-i-	http://www.edupub.gov.lk/Administrator/Sinhala/11/science%20g-11%20p-I%20S/science%20g-11%20p-I%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	විද්‍යාව II කොටස - නව විෂය නිර්දේශය	-ii-	විද්‍යාව II කොටස	-ii-	http://www.edupub.gov.lk/Administrator/Sinhala/11/science%2011%20p-II%20S/science%2011%20p-II%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	ව්‍යවසායකත්ව අධ්‍යයනය -2016 නව විෂය නිර්දේශය	-2016-	ව්‍යවසායකත්ව අධ්‍යයනය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/entrph%20g11%20S/entre%20pher%20gii%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	ගෘහ ආර්ථික විද්‍යාව - නව විෂය නිර්දේශය	-	ගෘහ ආර්ථික විද්‍යාව	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/home%20science%20G-11%20S/home%20sci%20G-11%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	සන්නිවේදනය හා මාධ්‍ය අධ්‍යයනය - නව විෂය නිර්දේශය	-	සන්නිවේදනය හා මාධ්‍ය අධ්‍යයනය	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/media%20G-11%20S%20new/media%20G-11%20S.pdf
Sinhala	sinhala	Grade 11	grade-11	ජපන් භාෂාව	-	ජපන් භාෂාව	-	http://www.edupub.gov.lk/Administrator/Sinhala/11/japan%20lan%20-G11/japan%20G-11.pdf
Tamil	tamil	Grade 1	grade-1	இஸ்லாம் - 2016 புதிய பாடத் திட்டம்	-2016-	இஸ்லாம்	-	http://www.edupub.gov.lk/Administrator/Tamil/1/Islam%20G1%20T/book.pdf
Tamil	tamil	Grade 1	grade-1	கத்தோலிக்க திருமறை -2016 புதிய பாடத்திட்டம்	-2016-	கத்தோலிக்க திருமறை	-	http://www.edupub.gov.lk/Administrator/Tamil/1/Catholicism%20G1%20(T)/chapter.pdf
Tamil	tamil	Grade 1	grade-1	கிறிஸ்தவம் - புதிய பாடத்திட்டம்	-	கிறிஸ்தவம்	-	http://www.edupub.gov.lk/Administrator/Tamil/1/cristhu%20g-1%20T/Christianity%20Gr%201%20T.pdf
Tamil	tamil	Grade 1	grade-1	கணிதம் - 2016 புதிய பாடத் திட்டம்	-2016-	பாடம் 01	-01	http://www.edupub.gov.lk/Administrator/Tamil/1/Maths%20G11%20(T)/Chapter%201.pdf
Tamil	tamil	Grade 1	grade-1	கணிதம் - 2016 புதிய பாடத் திட்டம்	-2016-	பாடம் 02	-02	http://www.edupub.gov.lk/Administrator/Tamil/1/Maths%20G11%20(T)/Chapter%202.pdf
Tamil	tamil	Grade 1	grade-1	கணிதம் - 2016 புதிய பாடத் திட்டம்	-2016-	பாடம் 03	-03	http://www.edupub.gov.lk/Administrator/Tamil/1/Maths%20G11%20(T)/Chapter%203.pdf
Tamil	tamil	Grade 1	grade-1	கணிதம் - 2016 புதிய பாடத் திட்டம்	-2016-	பாடம் 04	-04	http://www.edupub.gov.lk/Administrator/Tamil/1/Maths%20G11%20(T)/Chapter%204.pdf
Tamil	tamil	Grade 1	grade-1	கணிதம் - 2016 புதிய பாடத் திட்டம்	-2016-	பாடம் 05	-05	http://www.edupub.gov.lk/Administrator/Tamil/1/Maths%20G11%20(T)/Chapter%205.pdf
Tamil	tamil	Grade 1	grade-1	கணிதம் - 2016 புதிய பாடத் திட்டம்	-2016-	பாடம் 06	-06	http://www.edupub.gov.lk/Administrator/Tamil/1/Maths%20G11%20(T)/Chapter%206.pdf
Tamil	tamil	Grade 1	grade-1	கணிதம் - 2016 புதிய பாடத் திட்டம்	-2016-	பாடம் 07	-07	http://www.edupub.gov.lk/Administrator/Tamil/1/Maths%20G11%20(T)/Chapter%207.pdf
Tamil	tamil	Grade 1	grade-1	கணிதம் - 2016 புதிய பாடத் திட்டம்	-2016-	பாடம் 08	-08	http://www.edupub.gov.lk/Administrator/Tamil/1/Maths%20G11%20(T)/Chapter%208.pdf
Tamil	tamil	Grade 1	grade-1	கணிதம் - 2016 புதிய பாடத் திட்டம்	-2016-	பாடம் 09	-09	http://www.edupub.gov.lk/Administrator/Tamil/1/Maths%20G11%20(T)/Chapter%209.pdf
Tamil	tamil	Grade 1	grade-1	கணிதம் - 2016 புதிய பாடத் திட்டம்	-2016-	பாடம் 10	-10	http://www.edupub.gov.lk/Administrator/Tamil/1/Maths%20G11%20(T)/Chapter%2010.pdf
Tamil	tamil	Grade 1	grade-1	கணிதம் - 2016 புதிய பாடத் திட்டம்	-2016-	பாடம் 11	-11	http://www.edupub.gov.lk/Administrator/Tamil/1/Maths%20G11%20(T)/Chapter%2011.pdf
